host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,room_type,accommodates,beds,price,review_scores_rating,bathrooms_number,number_of_days_booked
within an hour,96.43234029939234,87.44211994421188,Chinatown,Shared room,1,1,300,4.766641295546558,1,0
within a day,100,88,Mission,Entire home/apt,8,5,900,4.95,2,273
within a few hours,89,95,Richmond,Entire home/apt,2,1,90,4.61,1,64
within an hour,100,100,Western Addition,Entire home/apt,4,2,259,4.95,1,222
within a few hours,100,100,Nob Hill,Entire home/apt,2,1,150,4.88,1,246
within an hour,60,100,Chinatown,Private room,4,2,275,4,2,11
within an hour,96.43234029939234,87.44211994421188,Richmond,Entire home/apt,4,4,120,4.25,1,365
within an hour,96.43234029939234,87.44211994421188,Richmond,Entire home/apt,2,1,111,4.83,1,365
within an hour,96.43234029939234,87.44211994421188,Richmond,Entire home/apt,8,4,240,4.45,1,0
within an hour,100,94,Western Addition,Entire home/apt,6,5,308,4.75,1,106
within an hour,100,92,Bernal Heights,Entire home/apt,4,2,153,5,2,345
within an hour,100,100,Presidio,Entire home/apt,11,6,900,4.98,4,264
within a few hours,100,79,Haight Ashbury,Entire home/apt,6,3,450,5,1,302
within an hour,100,100,Western Addition,Entire home/apt,3,3,275,4.93,1,309
within an hour,100,94,Western Addition,Private room,2,2,90,4.81,1,209
within an hour,100,100,Bernal Heights,Entire home/apt,4,4,143,4.7,1,67
within an hour,96.43234029939234,87.44211994421188,South of Market,Entire home/apt,6,3,229,4.81,2,186
within a few hours,90,30,Marina,Entire home/apt,4,2,270,4.5,2,88
within a day,100,100,Noe Valley,Entire home/apt,2,1,170,4.89,1,186
within an hour,100,71,Castro/Upper Market,Entire home/apt,3,2,123,4.97,1,365
within an hour,100,86,Noe Valley,Private room,2,1,99,4.98,1,365
within a day,100,80,Marina,Entire home/apt,2,1,125,4.8,1,11
within an hour,100,98,Richmond,Entire home/apt,5,2,229,4.72,1,147
within an hour,96.43234029939234,89,Twin Peaks,Entire home/apt,4,2,350,4.9,1,365
within an hour,96.43234029939234,0,Bayview,Entire home/apt,2,1,85,4.84,1,365
within an hour,60,100,Chinatown,Private room,2,1,230,4.5,1,365
within an hour,60,100,Chinatown,Private room,2,1,250,4.8,1,365
within an hour,96.43234029939234,83,Twin Peaks,Entire home/apt,3,2,195,5,1,271
within an hour,100,75,Parkside,Private room,2,1,85,4.84,1,277
within an hour,96.43234029939234,87.44211994421188,Lakeshore,Private room,2,1,100,4.87,1,276
within a few hours,100,83,Castro/Upper Market,Private room,4,2,186,4.97,1,365
within an hour,96.43234029939234,87.44211994421188,North Beach,Entire home/apt,4,2,100,4.766641295546558,1,365
within a few hours,100,100,Sunset,Entire home/apt,2,1,110,4.89,1,228
within an hour,96.43234029939234,87.44211994421188,Russian Hill,Entire home/apt,6,2,300,4.97,2,2
within an hour,100,100,Russian Hill,Private room,1,1,69,4.91,1,234
within an hour,100,87,South of Market,Entire home/apt,2,1,215,5,1,31
within an hour,60,100,Chinatown,Private room,2,1,230,4.83,1,365
within an hour,96.43234029939234,87.44211994421188,Mission,Entire home/apt,2,1,165,4.766641295546558,1,276
within a few hours,100,100,Potrero Hill,Entire home/apt,2,1,99,4.84,1,277
within an hour,100,99,Excelsior,Private room,1,1,62,4.96,1,257
within an hour,100,100,Noe Valley,Entire home/apt,2,1,130,4.84,1,312
within a few hours,100,94,Bernal Heights,Private room,1,1,41,5,2,14
within an hour,96.43234029939234,100,Ocean View,Entire home/apt,4,4,180,5,1,70
within a few hours,100,61,Mission,Entire home/apt,4,2,97,4.58,1,291
within a few hours,100,100,North Beach,Entire home/apt,2,1,350,4.96,1,365
within an hour,100,99,Haight Ashbury,Entire home/apt,2,1,175,4.99,1,365
within an hour,100,99,Mission,Private room,3,1,143,4.87,1,365
within a few hours,70,82,Pacific Heights,Entire home/apt,4,2,650,5,2,1
within an hour,100,99,Potrero Hill,Private room,1,1,80,4.9,1,310
within an hour,100,100,Nob Hill,Private room,2,1,120,4.75,1,0
within an hour,100,100,Nob Hill,Private room,2,1.7826360095489384,120,4.71,1,0
within an hour,100,100,Nob Hill,Private room,2,1,88,4.32,1,255
within an hour,100,100,Nob Hill,Private room,2,1,88,4.52,1,0
within an hour,100,100,Nob Hill,Private room,2,1.7826360095489384,120,4.8,1,93
within an hour,96.43234029939234,87.44211994421188,Bayview,Entire home/apt,2,1,250,5,1,365
within an hour,96.43234029939234,88,Haight Ashbury,Private room,1,1,58,2.5,3,0
within an hour,96.43234029939234,87.44211994421188,North Beach,Entire home/apt,4,2,400,5,2,365
within an hour,100,100,Western Addition,Entire home/apt,6,4,325,4.74,2,241
within a few hours,90,30,Presidio,Entire home/apt,2,1,132,4.766641295546558,1,88
within an hour,100,80,Mission,Entire home/apt,2,1,245,4.97,1,350
within an hour,96.43234029939234,33,Bernal Heights,Entire home/apt,4,2,180,5,2,365
within an hour,96.43234029939234,87.44211994421188,Marina,Entire home/apt,2,1,650,4.766641295546558,1,365
within an hour,96.43234029939234,100,Bernal Heights,Entire home/apt,4,2,189,4.89,1,96
within an hour,100,100,Potrero Hill,Private room,2,1,81,4.9,1,107
within an hour,95,99,South of Market,Private room,2,1,83,4.9,1,9
within an hour,95,99,South of Market,Private room,2,1,83,4.93,1,18
within an hour,95,99,South of Market,Private room,2,1,79,4.89,1,365
within an hour,95,99,South of Market,Private room,2,1,71,4.86,1,37
within an hour,82,93,Chinatown,Entire home/apt,3,2,149,4.5,1,223
within an hour,82,93,Chinatown,Entire home/apt,3,2,149,3.75,1,365
within an hour,82,93,Chinatown,Entire home/apt,2,1,126,4,1,186
within a few hours,100,61,Mission,Entire home/apt,2,1,164,4.8,1,23
within a few hours,100,61,Mission,Entire home/apt,2,1,92,4.53,1,8
within a few hours,100,87.44211994421188,Parkside,Entire home/apt,2,2,185,4.766641295546558,1,98
within a few hours,100,61,Mission,Entire home/apt,4,3,114,4.08,2,0
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,2,1,145,4.97,1,276
within an hour,100,75,Parkside,Private room,2,1,80,4.82,1,365
within an hour,100,100,Noe Valley,Entire home/apt,4,2,165,4.71,1,244
within a few hours,100,100,Western Addition,Private room,1,1,104,5,1,223
within an hour,100,98,Richmond,Private room,2,1,89,4.72,1,46
within an hour,100,87.44211994421188,Castro/Upper Market,Entire home/apt,6,4,239,4.766641295546558,1,320
within an hour,100,94,Twin Peaks,Entire home/apt,6,3,450,4.91,1,109
within a few hours,88,93,Mission,Entire home/apt,3,2,118,5,1,187
within an hour,100,86,Bernal Heights,Entire home/apt,2,1,100,4.82,1,28
within an hour,100,100,Excelsior,Entire home/apt,3,1,92,4.83,1,82
within an hour,100,90,Western Addition,Entire home/apt,6,3,160,4.64,1,41
within an hour,100,98,Potrero Hill,Entire home/apt,5,4,224,4.74,1,336
within a day,100,100,Castro/Upper Market,Entire home/apt,2,1,133,5,1,191
within an hour,100,86,Nob Hill,Entire home/apt,2,1,99,4.5,1,0
within a few hours,100,0,Russian Hill,Entire home/apt,3,3,175,4.766641295546558,1,18
within an hour,100,100,Marina,Entire home/apt,4,3,300,4.94,1,94
within an hour,100,96,Russian Hill,Private room,1,1,50,4.82,1,105
within an hour,96.43234029939234,0,Richmond,Entire home/apt,5,3,160,5,1,282
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,76,3.75,1,188
within a few hours,100,93,Sunset,Entire home/apt,8,6,464,5,2,240
within an hour,100,80,Western Addition,Entire home/apt,4,3,673,5,1,222
within an hour,100,92,Haight Ashbury,Entire home/apt,8,4,980,4.89,3,365
within an hour,82,93,Chinatown,Entire home/apt,2,1,123,5,1,315
within an hour,100,97,Sunset,Entire home/apt,6,4,142,4.74,1,362
within a few hours,100,91,Noe Valley,Entire home/apt,2,1,118,4.71,1,108
within a few hours,100,91,Noe Valley,Entire home/apt,2,1,118,4.84,1,95
within an hour,100,100,Bernal Heights,Entire home/apt,4,2,188,4.86,1,365
within a few hours,100,96,Bernal Heights,Private room,2,2,75,4.82,1,285
within an hour,100,100,Noe Valley,Private room,2,1,55,4.75,1,8
within a few hours,100,86,Richmond,Entire home/apt,4,2,254,4.82,1,365
within an hour,100,100,Nob Hill,Entire home/apt,2,1,125,4.87,1,198
within an hour,100,100,Excelsior,Entire home/apt,5,2,146,4.28,1,270
within a day,100,88,Nob Hill,Entire home/apt,2,2,107,4.57,1,233
a few days or more,0,0,Sunset,Private room,1,1,45,5,1,0
within a few hours,100,25,Noe Valley,Entire home/apt,2,1,100,4.11,1,27
within an hour,100,78,Mission,Entire home/apt,5,5,700,4.88,1,1
within an hour,100,43,North Beach,Entire home/apt,6,3,450,4.97,2,227
within an hour,96.43234029939234,100,Mission,Entire home/apt,2,1,194,4.79,1,304
within an hour,96.43234029939234,50,Pacific Heights,Entire home/apt,2,1,120,4.64,1,4
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,2,1,115,4.78,1,365
within an hour,100,100,Downtown/Civic Center,Private room,2,1,209,5,1,365
within an hour,96.43234029939234,100,Western Addition,Private room,4,2,304,4.766641295546558,1,44
within an hour,96.43234029939234,100,Western Addition,Private room,2,1,275,4.766641295546558,1,40
within an hour,96.43234029939234,0,Richmond,Private room,2,1,79,5,1,276
within an hour,96.43234029939234,0,Richmond,Private room,2,1,80,5,1,365
within an hour,96.43234029939234,87.44211994421188,Pacific Heights,Entire home/apt,4,2,175,5,1,365
within a few hours,88,93,Mission,Entire home/apt,2,1,67,4.4,1,188
within an hour,100,100,Nob Hill,Private room,2,1,60,4.8,1,0
within an hour,100,100,Excelsior,Entire home/apt,7,3,177,4.28,2,191
within an hour,96.43234029939234,83,Bernal Heights,Entire home/apt,4,2,465,4.766641295546558,1,365
within an hour,100,67,Castro/Upper Market,Entire home/apt,2,1,175,4.73,1,58
within an hour,96.43234029939234,100,Marina,Entire home/apt,4,3,297,4.67,1,365
within an hour,96.43234029939234,50,Mission,Entire home/apt,5,3,150,5,2,279
within an hour,100,100,Parkside,Entire home/apt,4,2,144,4.9,1,233
within an hour,100,100,Sunset,Private room,2,1,128,4.88,1,325
within an hour,96.43234029939234,87.44211994421188,North Beach,Entire home/apt,2,1,500,5,1,365
within an hour,100,97,Castro/Upper Market,Private room,2,1,82,4.93,1,61
within an hour,100,99,Sunset,Entire home/apt,4,2,170,4.64,2,294
within a day,90,87,Bernal Heights,Entire home/apt,2,1,83,4.96,1,355
within a few hours,88,93,Mission,Entire home/apt,2,1,98,4.4,1,189
within an hour,100,100,Sunset,Entire home/apt,10,6,146,4.63,1,293
within an hour,100,81,Russian Hill,Entire home/apt,4,2,135,5,1,117
within an hour,100,83,Bernal Heights,Entire home/apt,2,2,84,4.89,1,48
within an hour,100,100,Sunset,Private room,3,1,100,4.92,1,281
within an hour,100,100,Mission,Private room,2,1,240,4.88,1,338
within an hour,100,100,Parkside,Entire home/apt,4,4,300,5,2,365
within an hour,100,95,Downtown/Civic Center,Entire home/apt,3,1,117,5,1,27
within an hour,100,100,Mission,Private room,2,1,250,4.82,1,365
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,5,3,116,4.766641295546558,2,1
a few days or more,0,100,North Beach,Entire home/apt,4,1,175,4.83,1,365
within an hour,100,100,Potrero Hill,Private room,2,1,865,4.95,1,365
within a few hours,100,100,Mission,Private room,2,1,105,4.97,1,286
within a day,95,19,Downtown/Civic Center,Entire home/apt,4,2,292,4.82,1,6
within a day,95,19,Downtown/Civic Center,Entire home/apt,4,2,306,4.89,1,6
within a few hours,100,100,Mission,Entire home/apt,6,4,142,4.88,1,17
within an hour,100,100,Potrero Hill,Private room,2,1,96,4.93,1,365
within an hour,100,100,Potrero Hill,Private room,2,1,79,4.93,1,34
within an hour,100,88,Noe Valley,Entire home/apt,4,2,275,4.92,2,357
within an hour,96.43234029939234,100,Richmond,Entire home/apt,6,4,400,4.77,2,365
within an hour,98,100,Marina,Private room,2,1,89,4.59,1,189
within a few hours,88,93,Mission,Entire home/apt,3,1,118,4.25,1,188
within an hour,96.43234029939234,100,Twin Peaks,Entire home/apt,8,5,764,5,3,365
within an hour,95,91,Russian Hill,Entire home/apt,5,2,310,4.6,1,239
within an hour,100,88,Sunset,Private room,2,1,57,4.77,1,96
within a few hours,100,92,Richmond,Entire home/apt,6,4,500,4.97,1,202
within an hour,98,100,Pacific Heights,Private room,4,2,129,4.59,1,186
within an hour,98,100,Marina,Private room,4,2,129,4.62,1,277
within an hour,100,75,Downtown/Civic Center,Private room,4,2,312,4.9,1,217
within an hour,98,100,Russian Hill,Private room,4,2,109,4.53,1,365
within an hour,100,75,Downtown/Civic Center,Private room,4,2,300,4.88,1,135
within an hour,100,75,Downtown/Civic Center,Private room,4,2,300,4.88,1,138
within an hour,100,97,Sunset,Entire home/apt,2,1,90,4.77,1,365
within an hour,100,99,Mission,Entire home/apt,2,1,225,4.98,1,365
within an hour,96.43234029939234,100,Bernal Heights,Private room,2,1,177,4.79,1,187
within an hour,100,100,Excelsior,Entire home/apt,4,1,140,4.97,1,300
within an hour,100,100,Potrero Hill,Entire home/apt,2,1,98,4.82,1,365
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Private room,2,1,150,4.766641295546558,1,365
within an hour,100,100,Richmond,Private room,2,1,85,4.67,1,15
within an hour,100,75,Downtown/Civic Center,Private room,4,2,235,4.82,2,158
within an hour,96.43234029939234,100,Castro/Upper Market,Entire home/apt,2,2,110,4.97,1,114
within a few hours,100,94,Ocean View,Entire home/apt,4,2,200,4.95,1,15
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,74,4.33,1,188
within an hour,100,100,Castro/Upper Market,Entire home/apt,2,1,545,4.89,1,1
within a day,50,60,Mission,Entire home/apt,2,1,160,4.85,1,365
within a day,80,25,Pacific Heights,Entire home/apt,2,1,145,4.83,1,277
within a few hours,100,87.44211994421188,Twin Peaks,Entire home/apt,4,2,123,4.766641295546558,1,276
within an hour,100,100,Twin Peaks,Entire home/apt,3,2,235,4.96,1,34
within an hour,100,100,Bernal Heights,Private room,2,1,115,4.93,1,19
within an hour,100,100,Western Addition,Entire home/apt,3,1,125,4.85,2,365
within a few hours,100,92,Parkside,Entire home/apt,9,4,313,4.56,1,186
within an hour,96.43234029939234,100,Twin Peaks,Private room,2,1,178,4.99,1,318
within an hour,96.43234029939234,87.44211994421188,Twin Peaks,Entire home/apt,6,4,225,4,2,365
within an hour,96.43234029939234,83,Noe Valley,Private room,3,2,207,4.96,1,365
within an hour,96.43234029939234,87.44211994421188,Bayview,Private room,4,2,76,4.82,1,365
within an hour,100,100,Bayview,Entire home/apt,2,1,108,4.81,1,304
within a few hours,100,100,Pacific Heights,Entire home/apt,2,1,675,4.82,1,190
within an hour,100,100,Excelsior,Entire home/apt,6,3,222,4.93,2,333
within an hour,100,100,Sunset,Private room,4,2,110,4.85,1,347
within an hour,100,97,Noe Valley,Entire home/apt,4,1,165,4.8,1,356
within an hour,100,97,Parkside,Entire home/apt,2,1,195,4.91,1,85
within an hour,100,95,Excelsior,Entire home/apt,2,1,152,4.93,1,365
within a day,95,19,Downtown/Civic Center,Entire home/apt,4,2,306,4.5,1,6
within a day,95,19,Downtown/Civic Center,Entire home/apt,4,2,320,4.88,1,6
a few days or more,0,100,Mission,Entire home/apt,3,3,145,4,2,1
within an hour,100,100,Downtown/Civic Center,Private room,2,1,219,5,1,365
within an hour,100,100,Mission,Private room,1,1,97,4.99,1,365
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,81,5,1,188
within a few hours,100,73,Castro/Upper Market,Entire home/apt,4,2,194,4.97,1,0
within an hour,100,100,Bayview,Private room,5,3,41,4.75,1,292
within an hour,96.43234029939234,100,Mission,Entire home/apt,6,3,362,4.95,2,354
within an hour,96.43234029939234,100,Richmond,Private room,1,1,52,4.62,1,305
within an hour,100,98,Marina,Private room,2,1,161,4.75,1,365
within an hour,96.43234029939234,87.44211994421188,Sunset,Private room,2,1,70,4.67,1,365
within an hour,96.43234029939234,87.44211994421188,Sunset,Private room,1,1,90,4.766641295546558,1.2859279571232707,365
within an hour,100,98,Mission,Entire home/apt,1,1,80,4.8,1,186
within an hour,100,95,Nob Hill,Entire home/apt,2,1,132,4.96,1,59
within an hour,96.43234029939234,87.44211994421188,South of Market,Entire home/apt,2,1,148,4.81,1,365
within an hour,100,100,Richmond,Entire home/apt,5,3,394,4.91,2,365
within an hour,100,100,Bernal Heights,Entire home/apt,4,2,190,4.86,1,83
within an hour,96.43234029939234,100,Noe Valley,Entire home/apt,4,2,777,4.58,1,365
within a few hours,100,100,Mission,Entire home/apt,7,4,215,4.89,2,0
within a day,100,50,Sunset,Entire home/apt,2,2,117,5,1,58
within a day,100,29,South of Market,Entire home/apt,2,1,165,4.71,1,0
within a few hours,100,100,North Beach,Entire home/apt,5,2,286,4.9,2,365
within an hour,96.43234029939234,87.44211994421188,Excelsior,Private room,2,1,67,4.86,2,0
within a day,100,68,Downtown/Civic Center,Entire home/apt,2,1,239,4.88,1,12
within an hour,96.43234029939234,100,Presidio,Entire home/apt,4,2,175,5,1,103
within an hour,100,100,Bayview,Private room,4,3,57,4.72,2,303
within an hour,100,100,Excelsior,Entire home/apt,10,5,1000,4,4,365
within an hour,96.43234029939234,87.44211994421188,Richmond,Entire home/apt,2,1,178,4.8,1,365
within a few hours,100,98,Mission,Entire home/apt,2,1,90,4.86,1,88
within an hour,100,99,Excelsior,Private room,2,1,50,4.28,1,0
within an hour,96.43234029939234,100,Sunset,Entire home/apt,4,2,295,4.92,1,48
within an hour,100,99,Excelsior,Entire home/apt,4,2,85,4.54,1,0
within an hour,100,99,Excelsior,Private room,2,1,55,4.49,1,47
within an hour,100,100,Castro/Upper Market,Private room,1,1,107,4.94,1,346
within an hour,100,97,Potrero Hill,Entire home/apt,4,2,325,4.93,2,132
within an hour,82,93,Chinatown,Entire home/apt,2,1,133,4.766641295546558,1,246
within an hour,96.43234029939234,87.44211994421188,Marina,Entire home/apt,2,1,160,4.766641295546558,1,6
within an hour,100,95,Downtown/Civic Center,Entire home/apt,3,1,113,4.96,1,1
within an hour,100,100,North Beach,Entire home/apt,2,1,232,4.94,1,50
within an hour,100,100,Sunset,Entire home/apt,3,2,96,4.81,1,365
within an hour,100,95,Downtown/Civic Center,Entire home/apt,3,1,110,5,1,27
within an hour,96.43234029939234,87.44211994421188,Haight Ashbury,Entire home/apt,2,1,170,4.98,1,93
within an hour,100,99,Excelsior,Private room,2,1,45,4.16,1,1
within an hour,100,96,Parkside,Private room,2,1,56,4.77,1,221
within a few hours,100,86,Excelsior,Private room,1,1,39,4.75,2,63
within an hour,100,83,Noe Valley,Entire home/apt,4,2,375,4.99,1,363
within an hour,100,100,Richmond,Entire home/apt,5,2,189,4.53,1,248
within an hour,100,99,Excelsior,Private room,2,1,47,4.48,1,3
within a day,100,100,Bernal Heights,Entire home/apt,2,1,135,4.94,1,218
within an hour,100,98,Castro/Upper Market,Entire home/apt,4,2,291,4.96,1,297
within an hour,100,89,Sunset,Entire home/apt,6,3,156,4.81,1,52
